證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),外資買賣超(千股),投信買賣超(千股),自營買賣超(千股),外資總投資股率%,投信持股率%,自營持股率%
2330 台積電,12/31/2008,31.2,31.2,30.1,30.45,"21,424",-692,"-2,309",-111,71.74,1.33,0.01
2330 台積電,1/5/2009,31.54,32.3,31.41,31.72,"41,027","15,547","1,697","3,072",71.8,1.33,0.02
2330 台積電,1/6/2009,31.58,31.72,30.86,31.27,"35,157","-1,994","-1,377","1,133",71.79,1.33,0.02
2330 台積電,1/7/2009,31.51,31.85,30.31,30.55,"71,507","-6,809","-3,094",-914,71.77,1.32,0.02
2330 台積電,1/8/2009,29.83,29.83,28.46,28.49,"89,413","-35,168","-3,485",635,71.63,1.3,0.02
2330 台積電,1/9/2009,27.98,29.08,27.77,28.12,"68,264","-23,464","-1,502","1,042",71.54,1.3,0.03
2330 台積電,1/10/2009,28.12,28.42,27.77,28.12,"20,805","-8,552",-836,"-1,171",71.5,1.29,0.02
2330 台積電,1/12/2009,27.77,28.73,27.77,28.56,"49,297","-6,148","-1,448","1,202",71.48,1.29,0.03
2330 台積電,1/13/2009,29.35,30.14,28.6,30.04,"71,874","16,352","6,235",-18,71.54,1.31,0.03
2330 台積電,1/14/2009,29.83,30.17,29.49,29.49,"45,983",533,"1,436",-269,71.54,1.32,0.03
2330 台積電,1/15/2009,28.18,28.32,27.81,28.12,"73,203","-38,686","1,996","1,066",71.39,1.33,0.03
2330 台積電,1/16/2009,28.8,28.8,28.22,28.6,"32,729",-815,"1,005",429,71.39,1.33,0.03
2330 台積電,1/17/2009,28.6,28.66,28.29,28.42,"7,747",-630,"-1,658",191,71.39,1.32,0.03
2330 台積電,1/19/2009,28.12,28.39,28.05,28.12,"36,418","-11,047",-830,598,71.35,1.32,0.03
2330 台積電,1/20/2009,27.43,27.43,27.16,27.16,"81,300","-40,058","1,120","3,305",71.19,1.33,0.05
2330 台積電,1/21/2009,26.74,27.7,26.54,27.57,"65,396","1,990","-2,701","2,152",71.2,1.31,0.06
2330 台積電,2/2/2009,28.25,29.04,27.81,28.66,"112,981","28,929","3,492",560,71.31,1.33,0.06
2330 台積電,2/3/2009,29.52,29.52,29.01,29.38,"91,379","13,177","1,929",-88,71.36,1.34,0.06
2330 台積電,2/4/2009,29.49,29.52,29.32,29.42,"87,876","2,704","-1,087",772,71.37,1.33,0.06
2330 台積電,2/5/2009,29.42,29.69,29.08,29.08,"70,831","9,424","-1,815","2,537",71.41,1.32,0.07
2330 台積電,2/6/2009,30.17,30.86,30.1,30.65,"99,942","46,689","1,109","-2,227",71.59,1.33,0.06
2330 台積電,2/9/2009,31.82,31.96,31.13,31.2,"104,133","44,364","-3,629","-2,441",71.76,1.31,0.05
2330 台積電,2/10/2009,31.54,31.54,30.72,30.76,"46,312","2,513",-887,"-1,111",71.77,1.31,0.05
2330 台積電,2/11/2009,30.17,31.61,30.17,31.58,"80,431","15,146",-45,227,71.83,1.31,0.05
2330 台積電,2/12/2009,31.68,31.85,30.79,31.1,"69,802","15,497",194,"-2,890",71.89,1.31,0.04
2330 台積電,2/13/2009,31.41,31.72,31.41,31.51,"50,844","12,095",575,717,71.94,1.31,0.04
2330 台積電,2/16/2009,32.2,32.2,31.37,31.44,"51,331","-2,962",782,-568,71.93,1.32,0.04
2330 台積電,2/17/2009,30.93,31.13,29.52,30.04,"69,151","-34,270",-299,185,71.79,1.32,0.04
2330 台積電,2/18/2009,30.17,31.06,29.9,30.58,"58,724","20,127",144,"-2,407",71.87,1.32,0.03
2330 台積電,2/19/2009,31,31.68,30.17,31.13,"66,457","15,346","1,551",-71,71.93,1.32,0.03
2330 台積電,2/20/2009,30.28,30.72,30.07,30.1,"81,825","-38,766",87,"4,152",71.78,1.32,0.05
2330 台積電,2/23/2009,30.04,31,29.83,30.86,"66,312","5,076",-496,"1,010",71.8,1.32,0.05
2330 台積電,2/24/2009,30.14,30.45,29.83,30.17,"60,256","-24,744","-1,468",507,71.7,1.32,0.05
2330 台積電,2/25/2009,30.86,31.06,30.38,30.65,"53,877","12,388","1,160","-1,738",71.75,1.32,0.05
2330 台積電,2/26/2009,30.86,31.03,30.58,30.86,"52,871",517,"1,327","1,680",71.75,1.32,0.05
2330 台積電,2/27/2009,31.06,31.17,30.72,30.82,"59,369","-1,535",249,"1,971",71.74,1.33,0.07
2330 台積電,3/2/2009,31.54,31.54,30.28,30.69,"101,891","-37,324","4,560","3,915",71.6,1.34,0.08
2330 台積電,3/3/2009,30.72,30.76,30.34,30.58,"58,135","-15,955","1,618","1,209",71.53,1.35,0.09
2330 台積電,3/4/2009,31.1,31.54,30.72,31.54,"85,726","16,495","1,983",410,71.59,1.36,0.09
2330 台積電,3/5/2009,32.13,32.5,31.54,31.96,"77,997","27,208",-32,"-1,937",71.7,1.36,0.08
2330 台積電,3/6/2009,32.23,33.43,32.13,33.26,"103,953","44,280",-188,"-2,419",71.87,1.36,0.07
2330 台積電,3/9/2009,32.92,33.33,32.23,33.09,"69,598","6,157",83,-416,71.9,1.36,0.07
2330 台積電,3/10/2009,31.89,32.54,31.89,32.33,"78,142","-24,797",-221,"2,982",71.8,1.36,0.08
2330 台積電,3/11/2009,33.33,33.6,32.92,33.4,"84,134","44,558",-466,"-5,134",71.97,1.35,0.06
2330 台積電,3/12/2009,33.33,33.4,32.88,33.09,"51,626","-1,831","-3,043",-997,71.97,1.34,0.06
2330 台積電,3/13/2009,33.6,34.29,33.46,33.94,"114,489","31,794","-1,018","1,734",72.09,1.34,0.06
2330 台積電,3/16/2009,34.29,34.36,34.18,34.29,"74,164","20,940","-3,019","-2,174",72.17,1.33,0.06
2330 台積電,3/17/2009,34.29,34.42,34.05,34.29,"59,583","11,526","-4,446",302,72.21,1.31,0.06
2330 台積電,3/18/2009,34.42,34.63,34.12,34.56,"80,525","14,956","-1,926",-32,72.27,1.3,0.06
2330 台積電,3/19/2009,34.63,34.7,33.67,33.74,"51,242","-7,081","-1,236","1,341",72.18,1.3,0.06
2330 台積電,3/20/2009,34.08,34.08,32.71,32.71,"62,307","-10,831","-4,698","1,763",72.13,1.28,0.07
2330 台積電,3/23/2009,33.19,34.56,33.19,34.49,"59,642","14,037","1,203",-217,72.19,1.28,0.07
2330 台積電,3/24/2009,35.32,35.93,35.18,35.93,"62,137","17,605",982,"-1,721",72.26,1.29,0.06
2330 台積電,3/25/2009,35.66,36.35,35.38,35.8,"75,298","-10,993","-2,833","1,849",72.21,1.28,0.07
2330 台積電,3/26/2009,35.38,36.21,35.04,35.45,"61,262","-13,351","-2,815",774,72.16,1.27,0.07
2330 台積電,3/27/2009,36.07,36.07,35.38,35.59,"53,590","12,068","-2,420","-4,005",72.21,1.26,0.06
2330 台積電,3/30/2009,35.52,35.66,34.84,35.66,"46,028","9,452",-546,"-4,520",72.25,1.25,0.04
2330 台積電,3/31/2009,35.38,36.21,35.25,35.25,"69,328","25,515",-694,-793,72.35,1.4,0.07
2330 台積電,4/1/2009,35.59,35.66,34.77,34.77,"52,016","-30,795",-311,677,72.22,1.4,0.07
2330 台積電,4/2/2009,35.86,36,35.32,35.93,"84,651","29,160","-3,313",-999,72.34,1.39,0.07
2330 台積電,4/3/2009,36.69,36.89,35.73,36.07,"86,966","1,398","-2,625",-968,72.34,1.38,0.06
2330 台積電,4/6/2009,36.69,36.69,35.38,35.93,"85,447","4,175",-730,-35,72.36,1.38,0.06
2330 台積電,4/7/2009,34.97,35.73,34.97,35.73,"75,601","-9,550","-2,913","1,249",72.32,1.36,0.07
2330 台積電,4/8/2009,35.32,35.32,34.01,34.42,"114,714","-37,043","-9,242","-2,622",72.18,1.33,0.06
2330 台積電,4/9/2009,34.97,35.93,34.97,35.93,"85,978","37,294",-431,-689,72.32,1.33,0.05
2330 台積電,4/10/2009,36.35,36.35,35.66,36.35,"43,178","22,307","-2,134","-5,525",72.41,1.32,0.03
2330 台積電,4/13/2009,36.69,36.69,35.8,36.14,"57,300","28,520","-5,032","-4,156",72.52,1.3,0.02
2330 台積電,4/14/2009,35.73,36.07,35.18,36,"72,053",971,"-6,520","-2,071",72.53,1.27,0.01
2330 台積電,4/15/2009,36,36,34.84,35.66,"89,359","-25,658","-4,330","-1,807",72.43,1.26,0
2330 台積電,4/16/2009,35.8,35.93,35.04,35.18,"93,547","-36,525","-2,339","-2,044",72.28,1.25,0
2330 台積電,4/17/2009,35.59,35.93,34.29,34.56,"152,927","-34,184",-850,873,72.15,1.24,0
2330 台積電,4/20/2009,35.25,35.59,34.77,35.59,"78,105","30,438","-1,977","1,045",72.27,1.24,0
2330 台積電,4/21/2009,34.63,35.38,34.63,35.38,"64,237","-25,283","1,633","2,727",72.17,1.24,0.01
2330 台積電,4/22/2009,35.38,35.38,34.63,34.77,"67,165","-26,587","-1,548",168,72.07,1.24,0.01
2330 台積電,4/23/2009,34.9,35.25,34.36,35.18,"80,614","1,090","-2,041","-1,899",72.07,1.23,0.01
2330 台積電,4/24/2009,35.38,35.52,34.49,34.63,"82,332","-8,806","1,890",772,72.04,1.24,0.01
2330 台積電,4/27/2009,34.7,34.97,34.42,34.63,"63,095","4,425","4,135","1,450",72.05,1.25,0.01
2330 台積電,4/28/2009,34.9,35.32,34.7,34.97,"55,904","15,710","4,630",376,72.11,1.27,0.02
2330 台積電,4/29/2009,35.38,35.52,35.18,35.38,"58,353","26,923","3,672",270,72.22,1.28,0.02
2330 台積電,4/30/2009,37.85,37.85,37.31,37.85,"157,461","89,950","4,284","3,417",72.57,1.3,0.07
2330 台積電,5/4/2009,40.39,40.46,39.64,40.46,"177,162","56,722","2,395","4,418",72.79,1.31,0.09
2330 台積電,5/5/2009,41.49,41.76,39.43,39.77,"131,065","33,488","2,246",892,72.92,1.32,0.09
2330 台積電,5/6/2009,39.77,39.77,38.81,39.43,"176,100","-18,478",-337,"3,081",72.92,1.32,0.1
2330 台積電,5/7/2009,39.43,39.43,38.47,38.75,"141,315","9,536","-9,611",-43,72.96,1.28,0.1
2330 台積電,5/8/2009,38.13,38.61,37.99,38.61,"97,085","-13,763","-4,555","4,824",72.91,1.26,0.12
2330 台積電,5/11/2009,38.75,39.09,38.13,38.54,"77,283","-32,081",-169,-269,72.78,1.26,0.12
2330 台積電,5/12/2009,38.4,38.4,37.72,37.99,"83,430","7,104",-626,-636,72.81,1.26,0.12
2330 台積電,5/13/2009,37.92,38.95,37.92,38.68,"93,934","2,660","1,580","-1,958",72.82,1.27,0.11
2330 台積電,5/14/2009,37.72,37.99,37.31,37.37,"82,102","-37,238","-1,040","-1,526",72.67,1.26,0.11
2330 台積電,5/15/2009,38.27,38.27,37.58,37.58,"64,116","-7,544",614,978,72.65,1.26,0.11
2330 台積電,5/18/2009,38.06,38.4,37.17,38.4,"63,131","-14,402","2,130","-1,755",72.59,1.27,0.1
2330 台積電,5/19/2009,39.09,39.09,38.68,39.09,"91,300","40,769","2,382","-5,038",72.75,1.28,0.08
2330 台積電,5/20/2009,38.95,38.95,38.2,38.54,"64,541","-16,393","-2,072","-1,684",72.68,1.27,0.08
2330 台積電,5/21/2009,38.54,38.95,38.27,38.81,"64,072","4,603","-1,853","-2,412",72.7,1.27,0.07
2330 台積電,5/22/2009,38.81,38.88,38.33,38.54,"57,355","15,195","-9,185","-1,766",72.76,1.23,0.06
2330 台積電,5/25/2009,39.02,39.02,37.79,38.2,"50,675","3,173","-3,750","-2,202",72.77,1.22,0.05
2330 台積電,5/26/2009,38.33,38.95,38.13,38.81,"64,760","21,193","-1,148","-1,075",72.86,1.21,0.05
2330 台積電,5/27/2009,39.09,41.42,38.88,41.42,"185,665","76,272","-3,184","-2,620",73.15,1.2,0.07
2330 台積電,6/1/2009,41.49,41.56,40.12,40.46,"106,441","14,582","-3,706","-3,515",73.21,1.18,0.05
2330 台積電,6/2/2009,41.15,41.15,40.46,41.08,"86,480","38,042",-921,"-2,640",73.34,1.18,0.04
2330 台積電,6/3/2009,40.6,41.01,40.32,41.01,"80,050","34,484",-449,-922,73.47,1.18,0.04
2330 台積電,6/4/2009,40.12,40.46,39.09,39.71,"86,580","-31,407",-295,-184,73.35,1.18,0.04
2330 台積電,6/5/2009,39.71,39.71,39.09,39.36,"43,823","-2,429",-902,-699,73.34,1.17,0.04
2330 台積電,6/6/2009,39.36,39.64,39.23,39.57,"7,190",-912,-141,-292,73.34,1.17,0.04
2330 台積電,6/8/2009,39.84,39.84,38.75,38.81,"64,153","3,264","-1,718","-1,406",73.35,1.17,0.03
2330 台積電,6/9/2009,38.88,39.64,38.4,38.47,"90,544","8,013","2,865","5,517",73.38,1.18,0.05
2330 台積電,6/10/2009,39.43,39.91,39.29,39.91,"65,752","26,351","1,906","1,175",73.49,1.19,0.06
2330 台積電,6/11/2009,39.77,39.98,38.75,39.98,"60,245","9,129",630,"-2,329",73.52,1.19,0.05
2330 台積電,6/12/2009,39.64,39.64,38.4,38.4,"90,897","-48,785",161,"-3,843",73.33,1.19,0.03
2330 台積電,6/15/2009,37.44,37.72,36.07,36.55,"101,763","-31,910",332,"1,199",73.21,1.19,0.04
2330 台積電,6/16/2009,36.48,37.24,36,36.76,"78,122",580,765,"-1,229",73.24,1.19,0.03
2330 台積電,6/17/2009,36.28,36.28,35.52,35.66,"83,450","-47,854",-755,"1,295",73.05,1.19,0.04
2330 台積電,6/18/2009,36.55,36.55,35.66,36.14,"67,750","-2,013",762,280,73.03,1.19,0.04
2330 台積電,6/19/2009,35.8,36,35.45,35.86,"67,571","-34,834","5,321","1,633",72.89,1.21,0.04
2330 台積電,6/22/2009,34.97,36.41,34.97,36.35,"50,677","-8,658","2,522","1,771",72.86,1.22,0.05
2330 台積電,6/23/2009,35.52,35.52,35.18,35.18,"59,338","-36,098",556,963,72.72,1.23,0.06
2330 台積電,6/24/2009,35.38,37.58,35.32,36.28,"123,273","20,295","1,797","2,777",72.8,1.23,0.07
2330 台積電,6/25/2009,36.69,36.96,36.41,36.83,"59,575",610,9,"-1,182",72.8,1.23,0.06
2330 台積電,6/26/2009,36.89,37.37,36.69,37.31,"69,148","7,245","2,240","-2,546",72.83,1.24,0.05
2330 台積電,6/29/2009,37.37,37.37,36.41,36.62,"64,173","2,778",-44,"-1,341",72.81,1.24,0.05
2330 台積電,6/30/2009,37.44,37.51,36.89,37.51,"45,109","20,928","-1,328","-1,248",72.89,1.14,0.02
2330 台積電,7/1/2009,37.24,38.06,36.76,37.72,"46,729","10,714",-822,"1,883",72.93,1.14,0.03
2330 台積電,7/2/2009,37.65,37.92,37.37,37.79,"34,321",-553,"-2,260",-976,72.85,1.13,0.03
2330 台積電,7/3/2009,37.1,37.72,37.1,37.72,"27,649","-3,274",-588,212,72.82,1.13,0.03
2330 台積電,7/6/2009,37.79,37.92,37.17,37.31,"33,137","-11,743","-1,877",-292,72.71,1.12,0.03
2330 台積電,7/7/2009,37.31,38.13,37.24,37.99,"39,797","10,520","-3,968","2,636",72.73,1.11,0.04
2330 台積電,7/8/2009,37.51,37.51,37.1,37.31,"59,142","-31,823",-67,-263,72.61,1.11,0.03
2330 台積電,7/9/2009,37.31,38.47,37.24,37.92,"66,492",267,-40,"2,173",72.61,1.11,0.04
2330 台積電,7/10/2009,38.4,38.54,37.99,38.47,"57,428","-3,607",37,"1,647",72.6,1.11,0.05
2330 台積電,7/13/2009,39.23,39.29,37.31,37.72,"69,032","-4,863","-1,305","-2,490",72.58,1.1,0.04
2330 台積電,7/14/2009,38.06,38.54,37.92,38.27,"89,993","3,998",-633,"4,554",72.59,1.1,0.06
2330 台積電,7/15/2009,38.9,40.06,38.68,39.04,"73,754","13,273","-1,205","-1,906",72.64,1.1,0.05
2330 台積電,7/16/2009,40.06,40.21,39.34,39.41,"49,715","8,135","-1,970","-2,038",72.68,1.09,0.04
2330 台積電,7/17/2009,39.99,40.06,39.26,39.34,"62,505","-3,893","-1,955",320,72.66,1.08,0.04
2330 台積電,7/20/2009,39.99,40.21,39.7,39.92,"69,721","19,395","-1,825",-813,72.74,1.08,0.04
2330 台積電,7/21/2009,40.06,40.43,39.77,40.43,"76,400","12,233",481,-246,72.78,1.08,0.04
2330 台積電,7/22/2009,40.21,40.5,39.85,40.28,"57,320","3,439","-1,599",-22,72.8,1.07,0.04
2330 台積電,7/23/2009,40.43,41.3,40.36,41.16,"73,073","30,489",-677,"2,804",72.92,1.07,0.05
2330 台積電,7/24/2009,41.52,41.74,41.38,41.67,"89,057","38,053",-615,"-3,136",73.07,1.07,0.04
2330 台積電,7/27/2009,41.67,42.18,41.45,41.96,"54,337","17,293",187,"1,260",73.13,1.07,0.04
2330 台積電,7/28/2009,41.96,42.18,41.59,42.18,"48,217","15,177",-703,"-1,291",73.19,1.07,0.04
2330 台積電,7/29/2009,42.25,42.25,40.72,41.16,"57,068","-2,307","-1,023","1,073",73.18,1.06,0.04
2330 台積電,7/30/2009,40.87,41.08,40.21,40.79,"62,410","-9,282","-1,484",-155,73.15,1.06,0.04
2330 台積電,7/31/2009,42.47,43.12,42.32,42.91,"198,297","83,878",-147,"-4,965",73.47,1.06,0.03
2330 台積電,8/3/2009,42.69,42.69,41.59,42.47,"70,118","28,744",782,"-3,123",73.59,1.06,0.02
2330 台積電,8/4/2009,42.69,42.83,41.3,41.96,"62,209","18,106",347,"-2,610",73.66,1.06,0.01
2330 台積電,8/5/2009,42.18,42.25,41.23,41.45,"53,465","18,651","3,617",471,73.18,1.06,0.01
2330 台積電,8/6/2009,41.89,41.89,41.16,41.38,"54,642","5,275",682,304,73.2,1.07,0.01
2330 台積電,8/10/2009,41.74,42.47,41.52,42.1,"69,792","33,615",-168,-262,73.33,1.06,0.01
2330 台積電,8/11/2009,41.74,41.96,41.16,41.59,"64,577","5,443",248,564,73.45,1.07,0.01
2330 台積電,8/12/2009,41.59,41.89,41.16,41.89,"43,087","8,230",842,"-1,094",73.53,1.07,0.01
2330 台積電,8/13/2009,42.25,42.69,41.89,42.69,"80,233","36,699",-251,-167,73.67,1.07,0.01
2330 台積電,8/14/2009,43.12,43.27,42.61,42.91,"53,722","21,141",-431,292,73.75,1.07,0.01
2330 台積電,8/17/2009,42.98,43.12,41.81,42.1,"50,931","-4,890",-710,214,73.73,1.06,0.01
2330 台積電,8/18/2009,41.59,42.1,41.23,41.96,"32,158","-12,786","1,828","1,432",73.68,1.07,0.01
2330 台積電,8/19/2009,41.89,42.18,41.74,41.81,"21,348",-378,367,387,73.74,1.07,0.01
2330 台積電,8/20/2009,41.81,42.1,41.16,42.03,"26,448","1,190",-43,-274,73.75,1.07,0.01
2330 台積電,8/21/2009,42.25,42.32,41.16,41.38,"42,152","-21,390","5,307","-1,243",73.67,1.09,0.01
2330 台積電,8/24/2009,42.1,42.98,41.96,42.54,"59,461","15,533","10,997",-211,73.74,1.13,0.01
2330 台積電,8/25/2009,42.69,42.98,42.47,42.76,"35,370","10,174",690,-101,73.78,1.14,0.01
2330 台積電,8/26/2009,42.76,42.98,42.25,42.98,"50,632","20,626","3,822",-14,73.93,1.15,0.01
2330 台積電,8/27/2009,42.61,42.91,42.18,42.83,"30,495","5,768","1,054",-160,73.96,1.16,0.01
2330 台積電,8/28/2009,42.98,43.34,42.47,43.34,"52,477","34,963",362,575,74.1,1.16,0.01
2330 台積電,8/31/2009,43.42,43.56,42.61,43.12,"45,092","1,052","1,154",-268,74.1,1.16,0.02
2330 台積電,9/1/2009,43.27,44.44,42.76,44.44,"85,451","15,615",245,"1,345",74.16,1.16,0.02
2330 台積電,9/2/2009,44,44.29,43.42,43.42,"61,443","-4,107","2,275",597,74.15,1.17,0.03
2330 台積電,9/3/2009,43.85,43.85,43.2,43.56,"43,804","-12,065","1,060","-1,729",74.11,1.18,0.02
2330 台積電,9/4/2009,43.85,43.85,43.34,43.71,"44,584","1,898",-136,"-1,913",74.12,1.18,0.01
2330 台積電,9/7/2009,43.78,45.16,43.49,45.16,"75,090","29,565",949,"-2,122",74.24,1.18,0
2330 台積電,9/8/2009,45.16,45.96,44.73,45.67,"72,707","25,238",337,"1,572",74.33,1.18,0.01
2330 台積電,9/9/2009,45.75,45.89,45.16,45.16,"53,773","15,739","1,388",126,74.41,1.19,0.01
2330 台積電,9/10/2009,47.13,47.35,45.16,46.26,"98,902","57,652",340,"1,016",74.63,1.19,0.01
2330 台積電,9/11/2009,45.75,45.75,45.09,45.45,"48,333","-8,221",489,-259,74.6,1.19,0.01
2330 台積電,9/14/2009,45.45,45.53,44.29,44.8,"46,855","-11,921",-394,"-1,783",74.55,1.19,0.01
2330 台積電,9/15/2009,44.44,45.67,44.44,45.53,"38,236","-1,319",249,"1,011",74.55,1.19,0.01
2330 台積電,9/16/2009,45.6,46.18,45.53,45.67,"35,249","3,005","1,165",-438,74.56,1.19,0.01
2330 台積電,9/17/2009,45.89,45.89,45.16,45.53,"38,706","-5,144",274,-51,74.54,1.19,0.01
2330 台積電,9/18/2009,45.16,45.67,45.02,45.67,"46,733","5,920","-2,447",-901,74.57,1.18,0
2330 台積電,9/21/2009,45.53,45.6,44.8,45.38,"33,550","-5,135",487,"-2,249",74.55,1.19,0
2330 台積電,9/22/2009,45.16,45.75,45.16,45.53,"24,796","5,647",626,-303,74.57,1.19,0
2330 台積電,9/23/2009,45.67,45.82,44.73,45.38,"38,653","1,648","-2,833","-2,504",74.58,1.18,0
2330 台積電,9/24/2009,45.16,45.16,44.07,44.29,"55,228","-28,898",-543,105,74.46,1.18,0
2330 台積電,9/25/2009,44.44,44.65,44,44.51,"45,172","-5,211",819,-507,74.44,1.18,0
2330 台積電,9/28/2009,44.73,44.73,44.07,44.22,"27,538","-5,601",244,-47,74.42,1.18,0
2330 台積電,9/29/2009,45.16,46.4,45.16,46.4,"82,738","57,548","1,057",-126,74.64,1.18,0
2330 台積電,9/30/2009,46.4,47.35,46.4,46.98,"103,320","56,255",917,-889,74.86,1.06,0.01
2330 台積電,10/1/2009,47.35,47.49,46.47,47.35,"55,066","21,880",66,"-1,017",74.95,1.06,0.01
2330 台積電,10/2/2009,45.89,46.11,45.53,45.67,"78,935","-37,397",137,461,74.8,1.07,0.01
2330 台積電,10/5/2009,45.16,45.31,44.8,45.16,"72,185","-40,816",-479,-274,74.64,1.06,0.01
2330 台積電,10/6/2009,45.16,45.89,44.87,45.45,"82,006","-19,842",-726,-798,74.57,1.06,0.01
2330 台積電,10/7/2009,45.89,45.89,44.94,45.24,"71,233","-25,975","-1,660",785,74.47,1.05,0.01
2330 台積電,10/8/2009,44.58,45.02,44.36,44.36,"82,434","-41,461","-1,985",296,74.31,1.05,0.01
2330 台積電,10/9/2009,44.29,44.65,44.22,44.51,"68,771","-27,240",-104,"1,109",74.2,1.05,0.02
2330 台積電,10/12/2009,45.02,45.02,44.14,44.58,"36,581","-12,177",90,-796,74.16,1.05,0.01
2330 台積電,10/13/2009,44.14,45.02,43.93,45.02,"51,789","-6,836",-46,905,74.13,1.05,0.02
2330 台積電,10/14/2009,45.53,46.26,45.38,46.26,"86,653","38,725",-756,"3,091",74.28,1.04,0.03
2330 台積電,10/15/2009,46.62,46.62,45.89,46.47,"62,653","26,452",997,"-1,487",74.38,1.05,0.02
2330 台積電,10/16/2009,45.53,45.89,45.02,45.09,"75,151","-45,297",39,"2,249",74.21,1.05,0.03
2330 台積電,10/19/2009,44.94,45.09,44.44,44.73,"103,282","-69,605","-1,983",901,73.97,1.04,0.04
2330 台積電,10/20/2009,45.02,45.38,45.02,45.16,"75,184",968,"1,083",-27,73.98,1.04,0.04
2330 台積電,10/21/2009,44.94,45.31,44.65,44.87,"50,263","-10,108",-955,-695,73.94,1.04,0.03
2330 台積電,10/22/2009,45.31,45.31,44.44,45.02,"72,905","-20,201","1,303","-1,297",73.86,1.05,0.03
2330 台積電,10/23/2009,45.16,45.24,44.8,44.8,"45,836","-2,149",438,321,73.85,1.05,0.03
2330 台積電,10/26/2009,45.02,45.38,44.8,44.8,"36,845","6,430",0,284,73.88,1.05,0.03
2330 台積電,10/27/2009,44.8,45.09,44.51,44.65,"50,932","-16,024",-427,"1,445",73.82,1.05,0.04
2330 台積電,10/28/2009,44.65,44.8,44.07,44.07,"62,802","-27,204","1,291",-426,73.71,1.05,0.03
2330 台積電,10/29/2009,43.71,44.14,42.98,43.93,"104,392","-30,097",691,"1,721",73.59,1.05,0.04
2330 台積電,10/30/2009,44.73,44.73,43.71,43.71,"66,231","-13,260","5,672","-2,050",73.54,1.08,0.04
2330 台積電,11/2/2009,43.34,43.85,43.12,43.56,"38,878","-14,196",-977,"-1,561",73.48,1.07,0.04
2330 台積電,11/3/2009,43.49,43.49,43.05,43.12,"52,810","-38,250","4,221",-152,73.33,1.09,0.04
2330 台積電,11/4/2009,43.12,43.49,42.98,43.42,"66,043","-36,763","1,609","1,363",73.19,1.09,0.04
2330 台積電,11/5/2009,43.63,43.71,43.27,43.49,"43,808","-2,224",-464,180,73.18,1.09,0.04
2330 台積電,11/6/2009,43.93,43.93,43.49,43.71,"47,852","-4,119",352,810,73.17,1.09,0.04
2330 台積電,11/9/2009,44.07,44.07,43.56,43.71,"34,919",-288,-223,493,73.17,1.09,0.05
2330 台積電,11/10/2009,44,44.07,43.71,44.07,"43,071",-141,173,"1,299",73.16,1.09,0.05
2330 台積電,11/11/2009,44.44,45.53,44.36,45.31,"95,052","16,280","1,245","2,327",73.23,1.1,0.06
2330 台積電,11/12/2009,45.53,45.75,45.09,45.31,"103,458","14,334","1,820",-199,73.28,1.11,0.06
2330 台積電,11/13/2009,45.02,45.31,44.8,45.02,"43,224",241,171,-218,73.28,1.11,0.06
2330 台積電,11/16/2009,45.45,45.67,45.31,45.45,"61,268","17,153","2,788",-809,73.35,1.12,0.06
2330 台積電,11/17/2009,45.89,46.04,45.24,45.6,"57,974","30,431",-16,"-2,303",73.47,1.12,0.05
2330 台積電,11/18/2009,45.89,46.04,45.67,45.82,"69,904","31,103",-112,-980,73.59,1.12,0.04
